Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
2.150, 1, CutInVehicle, 94.444, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.422
2.175, 0, Ego, 41.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.040
2.175, 1, CutInVehicle, 94.722, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 6.216
2.200, 0, Ego, 41.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.231
2.200, 1, CutInVehicle, 95.000, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.726
2.225, 0, Ego, 42.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.421
2.225, 1, CutInVehicle, 95.278, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.520
2.250, 0, Ego, 42.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.329
2.250, 1, CutInVehicle, 95.556, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.314
2.275, 0, Ego, 42.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.519
2.275, 1, CutInVehicle, 95.833, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.107
2.300, 0, Ego, 43.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.710
2.300, 1, CutInVehicle, 96.111, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.901
2.325, 0, Ego, 43.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.900
2.325, 1, CutInVehicle, 96.389, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.694
2.350, 0, Ego, 44.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.091
2.350, 1, CutInVehicle, 96.667, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.488
2.375, 0, Ego, 44.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.281
2.375, 1, CutInVehicle, 96.944, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 6.282
2.400, 0, Ego, 45.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.188
2.400, 1, CutInVehicle, 97.222, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.792
2.425, 0, Ego, 45.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.379
2.425, 1, CutInVehicle, 97.500, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.586
2.450, 0, Ego, 45.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.569
2.450, 1, CutInVehicle, 97.778, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.380
2.475, 0, Ego, 46.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.760
2.475, 1, CutInVehicle, 98.056, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.173
2.500, 0, Ego, 46.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.950
2.500, 1, CutInVehicle, 98.333, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.967
2.525, 0, Ego, 47.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.858
2.525, 1, CutInVehicle, 98.611, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.761
2.550, 0, Ego, 47.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.048
2.550, 1, CutInVehicle, 98.889, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.554
2.575, 0, Ego, 47.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.239
2.575, 1, CutInVehicle, 99.167, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.065
2.600, 0, Ego, 48.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.429
2.600, 1, CutInVehicle, 99.444, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.858
2.625, 0, Ego, 48.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.619
