Version: 2, OpenDRIVE: ./circle.xodr, 3DModel: ./circle.osgb
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
1.350, 1, Sedan2, -5.203, -59.807, 0.000, 1.990, 0.000, 0.000, 17.882, 0.100, 6.140
1.350, 2, Sedan3, 80.867, 1.132, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 6.140
1.350, 3, Sedan4, -80.259, 13.673, 0.000, 2.048, 0.000, 0.000, 17.882, 0.060, 6.140
1.375, 0, Sedan, -133.455, 13.738, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 1.134
1.375, 1, Sedan2, -5.397, -59.404, 0.000, 2.050, 0.000, 0.000, 17.882, 0.112, 1.134
1.375, 2, Sedan3, 80.420, 1.124, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 1.134
1.375, 3, Sedan4, -80.476, 14.064, 0.000, 2.105, 0.000, 0.000, 17.882, 0.073, 1.134
1.400, 0, Sedan, -133.008, 13.744, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 2.411
1.400, 1, Sedan2, -5.614, -59.013, 0.000, 2.109, 0.000, 0.000, 17.882, 0.125, 2.411
1.400, 2, Sedan3, 79.973, 1.115, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 2.411
1.400, 3, Sedan4, -80.714, 14.442, 0.000, 2.162, 0.000, 0.000, 17.882, 0.085, 2.411
1.425, 0, Sedan, -132.561, 13.749, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 3.689
1.425, 1, Sedan2, -5.855, -58.637, 0.000, 2.169, 0.000, 0.000, 17.882, 0.138, 3.689
1.425, 2, Sedan3, 79.526, 1.107, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 3.689
1.425, 3, Sedan4, -80.974, 14.806, 0.000, 2.219, 0.000, 0.000, 17.882, 0.098, 3.689
1.450, 0, Sedan, -132.114, 13.755, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 4.966
1.450, 1, Sedan2, -6.118, -58.275, 0.000, 2.229, 0.000, 0.000, 17.882, 0.150, 4.966
