Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
1.275, 2, LeadVehicle, 64.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.166
1.300, 0, Ego, 26.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.356
1.300, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.300, 2, LeadVehicle, 65.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.356
1.325, 0, Ego, 27.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.263
1.325, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.325, 2, LeadVehicle, 65.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.263
1.350, 0, Ego, 27.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.454
1.350, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.350, 2, LeadVehicle, 65.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.454
1.375, 0, Ego, 27.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.644
1.375, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.375, 2, LeadVehicle, 66.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.644
1.400, 0, Ego, 28.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.835
1.400, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.400, 2, LeadVehicle, 66.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.835
1.425, 0, Ego, 28.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.025
1.425, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.425, 2, LeadVehicle, 67.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.025
1.450, 0, Ego, 29.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.216
1.450, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.450, 2, LeadVehicle, 67.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.216
1.475, 0, Ego, 29.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.123
1.475, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.475, 2, LeadVehicle, 67.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.123
1.500, 0, Ego, 30.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.314
1.500, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.500, 2, LeadVehicle, 68.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.314
1.525, 0, Ego, 30.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.504
1.525, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.525, 2, LeadVehicle, 68.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.504
1.550, 0, Ego, 30.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.694
1.550, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.550, 2, LeadVehicle, 69.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.694
1.575, 0, Ego, 31.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.885
1.575, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.575, 2, LeadVehicle, 69.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.885
1.600, 0, Ego, 31.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.792
1.600, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
